BIO,101,"Applied Biological Diversity, Ecology & Evolution",3.00,,EXAM080,TERMS-OFFERED,0
BIO,110,"Biological Diversity, Ecology and Evolution Laboratory",1.00,,BIO109,TERMS-OFFERED,0
BIO,141,Essential Biology,4.50,CHEM102,EXAM080,TERMS-OFFERED,0
BIO,203,Human Physiology II,4.00,BIO201,,TERMS-OFFERED,0
BIO,208,Applications in Biology II,1.00,BIO207,,TERMS-OFFERED,0
BIO,211,"Cell, Molecular & Developmental Biology II",4.00,BIO209,,TERMS-OFFERED,0
BIO,218,Principles of Molecular Biology,4.00,BIO122 or BIO141,,TERMS-OFFERED,0
BIO,219,Techniques in Molecular Biology,3.00,BIO122 or BIO141,,TERMS-OFFERED,0
BIO,221,Microbiology,3.00,BIO122 or BIO141,BIO222,TERMS-OFFERED,0
BIO,224,"Form, Function & Evolution of Vertebrates",4.00,BIO121 or BIO122 or BIO124 or BIO126,,TERMS-OFFERED,0
BIO,225,Vertebrate Biology and Evolution Laboratory,2.00,BIO224,,TERMS-OFFERED,0
BIO,226,Microbiology for Health Professionals,5.00,,,TERMS-OFFERED,0
BIO,244,Genetics I,3.00,BIO122,,TERMS-OFFERED,0
BIO,314,Pharmacology,3.00,BIO218 or BIO211,,TERMS-OFFERED,0
BIO,480,ST:Dictystelium Research,12.00,,,TERMS-OFFERED,0
BIO,497,Research,0.50 to 12.00,,,TERMS-OFFERED,0
BIO,997,Research in Bioscience,0.50 to 20.00,,,TERMS-OFFERED,0
BIO,118,Basics of Cancer,3.00,,,TERMS-OFFERED,0
BIO,220,Essential Microbiology,3.00,BIO122 or BIO141,,TERMS-OFFERED,0
BIO,306,Biochemistry Laboratory,2.00,CHEM242,,TERMS-OFFERED,0
BIO,318,Biology of Cancer,3.00,BIO214 and BIO218 or BIO211,,TERMS-OFFERED,0
