CT,120,Microcomputer Operating System,3.00,CT100,,TERMS-OFFERED,0
CT,290,Client Side Programming,3.00,,,TERMS-OFFERED,0
CT,325,Operating System Security Architecture I,3.00,,,TERMS-OFFERED,0
CT,360,Operating Systems Architecture II,3.00,CT320 and CT340,,TERMS-OFFERED,0
CT,370,Object Oriented Systems Analysis,3.00,,,TERMS-OFFERED,0
CT,400,Network Security,3.00,CT350,,TERMS-OFFERED,0
CT,412,Information Technology Security Policies,3.00,,,TERMS-OFFERED,0
CT,420,Information Technology Security II,3.00,CT395,,TERMS-OFFERED,0
CT,422,Incident Response Best Practices,3.00,,,TERMS-OFFERED,0
CT,432,Information Technology Security Systems Audits,3.00,CT420,,TERMS-OFFERED,0
CT,496,Senior Project II,3.00,CT491,,TERMS-OFFERED,0
CT,210,Linux I,3.00,,,TERMS-OFFERED,0
CT,315,Security Management Practice,3.00,,,TERMS-OFFERED,0
CT,402,Network Security II,3.00,CT400,,TERMS-OFFERED,0
CT,415,Disaster Recovery and Continuity Planning,3.00,,,TERMS-OFFERED,0
CT,425,Database III,3.00,CT375,,TERMS-OFFERED,0
