PA,540,Clinical Anatomy,5.00,,,TERMS-OFFERED,0
PA,543,Ethical Issues in Physician Assistant Practice,2.00,,,TERMS-OFFERED,0
PA,544,Clinical Assessment,5.00,,PA543 PA542,TERMS-OFFERED,0
PA,570,Clinical Assessment Competency,1.00,PA544,,TERMS-OFFERED,0
PA,629,Medicine Rotation,5.00,PA545 and PA546 and PA547 and PA550 and PA553 and PA554 and PA558 and PA561,,TERMS-OFFERED,0
PA,631,Obstetrics and Gynecology Rotation,5.00,PA545 and PA546 and PA547 and PA550 and PA553 and PA554 and PA558 and PA561,,TERMS-OFFERED,0
PA,633,Surgery Rotation,5.00,PA545 and PA546 and PA547 and PA550 and PA553 and PA554 and PA558 and PA561,,TERMS-OFFERED,0
PA,637,Primary Care Practicum II,10.00,PA635 and PA629 and PA630 and PA631 and PA632 and PA633 and PA634,,TERMS-OFFERED,0
PA,698,Capstone Project,5.00,PA643 or PA663 or PA697,,TERMS-OFFERED,0
PA,585,Leadership and Stewardship,5.00,,,TERMS-OFFERED,0
