NURS,110,Essentials of Relationship-Based Professional Nursing Practice,4.00,ANAT101 and ANAT102 and ENGL102,,TERMS-OFFERED,0
NURS,112,Relationship-Based Health Assessment & Promotion,5.00,ANAT101 and ANAT102 and BIO226 and NURS110,,TERMS-OFFERED,0
NURS,200,Principles of Nursing Practice,6.00,ANAT103 and BIO226,NURS112 INFO204,TERMS-OFFERED,0
NURS,304,Nursing of Children,6.00,PSY101 and PSY120 and NURS300 and NURS301,,TERMS-OFFERED,0
NURS,305,Comprehensive Adult Nursing II,6.00,NURS300 and NURS301,NURS306,TERMS-OFFERED,0
NURS,324,Intro to Online Learning:Tools for Success,3.00,,,TERMS-OFFERED,0
NURS,325,Critical Issues in Nursing,3.00,,,TERMS-OFFERED,0
NURS,330,Research Basis of Nursing,4.00,STAT201 or SOC364 or STS345 or PSY364,,TERMS-OFFERED,0
NURS,337,Genetics in Nursing and Health,3.00,ANAT103,,TERMS-OFFERED,0
NURS,339,Pathophysiology,3.00,ANAT103 and CHEM101 or CHEM103 and BIO226 or BIO221,,TERMS-OFFERED,0
NURS,340,Transformational Leadership,3.00,,,TERMS-OFFERED,0
NURS,346,Health Assessment,6.00,,,TERMS-OFFERED,0
NURS,370,Issues in Aging and Longevity,4.00,,,TERMS-OFFERED,0
NURS,375,Nurses Building a Healthy Community,6.00,NURS346,,TERMS-OFFERED,0
NURS,401,Comprehensive Adult Nursing III,6.00,NURS301 and NURS303 and NURS304 and NURS305 and NURS306 and NURS308,,TERMS-OFFERED,0
NURS,403,Community Public Health Nursing,6.00,NURS300 and NURS301 and NURS303 and NURS304 and NURS305 and NURS306 and NURS308,,TERMS-OFFERED,0
NURS,410,Pharmacology for Practicing Nurses,5.00,,,TERMS-OFFERED,0
NURS,460,Global Health & Policy Issues,6.00,NURS325 and NURS375,,TERMS-OFFERED,0
NURS,462,"Science, Technology and Health",3.00,NURS330 and NURS325,,TERMS-OFFERED,0
NURS,465,Senior Thesis in Nursing,3.00,,,TERMS-OFFERED,0
NURS,480,ST: Macy's Fellowship,1.00 to 12.00,,,TERMS-OFFERED,0
NURS,492,Senior Seminar in Nursing,3.00,NURS300 and NURS303 and NURS304 and NURS305 and NURS306 and NURS308 and NURS400 and NURS401,,TERMS-OFFERED,0
NURS,500,Confronting Issues in Contemporary Health Care Environments,3.00,,,TERMS-OFFERED,0
NURS,502,Advanced Ethical Decision Making in Health Care,3.00,,,TERMS-OFFERED,0
