PSY,101,General Psychology I,3.00,,,TERMS-OFFERED,0
PSY,111,Pre-Professional General Psychology I,3.00,,,TERMS-OFFERED,0
PSY,120,Developmental Psychology,3.00,,,TERMS-OFFERED,0
PSY,150,Introduction to Social Psychology,3.00,,,TERMS-OFFERED,0
PSY,212,Physiological Psychology,3.00,,,TERMS-OFFERED,0
PSY,213,Sensation and Perception,3.00,,,TERMS-OFFERED,0
PSY,222,Psychological Problems of Modern Youth,3.00,,,TERMS-OFFERED,0
PSY,240,Abnormal Psychology,3.00,,,TERMS-OFFERED,0
PSY,250,Industrial Psychology,3.00,,,TERMS-OFFERED,0
PSY,254,Psychology of Sexual Behavior,3.00,,,TERMS-OFFERED,0
PSY,264,Computer-Assisted Data Analysis I,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,265,Computer-Assisted Data Analysis II,3.00,PSY101 or PSY112 and PSY264,,TERMS-OFFERED,0
PSY,290,History and Systems of Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,310,Drugs & Human Behavior,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,325,Psychology of Learning,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,330,Cognitive Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,355,Health Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,357,The Psychology of Eating Disorders and Obesity,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,360,Experimental Psychology,3.00,PSY265,,TERMS-OFFERED,0
PSY,370,Forensic Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,380,Psychological Testing and Assessment,3.00,PSY280 and PSY360,,TERMS-OFFERED,0
PSY,480,ST:Psych of Stress & Coping,0.50 to 12.00,,,TERMS-OFFERED,0
PSY,515,Clinical Case Conceptualization,3.00,PSY514,,TERMS-OFFERED,0
PSY,530,Neuroanatomy and Behavior,3.00,,,TERMS-OFFERED,0
PSY,610,Data Analysis in Psychology,3.00,,,TERMS-OFFERED,0
PSY,630,Biological Basis of Behavior and Treatment,3.00,,,TERMS-OFFERED,0
PSY,721,Principles of Psychotherapy,3.00,,,TERMS-OFFERED,0
PSY,815,Evidence-Based Psychotherapy,1.00,,,TERMS-OFFERED,0
PSY,820,Cognitive-Behavioral Therapy,3.00,,,TERMS-OFFERED,0
PSY,865,Biological Basis of Behavior,0.50 to 9.00,,,TERMS-OFFERED,0
PSY,898,Master's Thesis in Psychology,3.00,,,TERMS-OFFERED,0
PSY,998,Ph.D. Dissertation in Psychology,1.00 to 12.00,,,TERMS-OFFERED,0
PSY,140,Approaches to Personality,3.00,,,TERMS-OFFERED,0
PSY,210,Evolutionary Psychology,3.00,,,TERMS-OFFERED,0
PSY,225,Child Psychopathology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,245,Sports Psychology,3.00,,,TERMS-OFFERED,0
PSY,342,Counseling Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,356,Women's Health Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,512,Cognitive Psychology,3.00,,,TERMS-OFFERED,0
PSY,520,Psychopathology,3.00,,,TERMS-OFFERED,0
PSY,560,Teaching and Consultation,1.00 or 2.00,,,TERMS-OFFERED,0
PSY,650,Child Psychopathology & Treatment,3.00,,,TERMS-OFFERED,0
PSY,812,Cognitive Neuroscience,3.00,PSY530,,TERMS-OFFERED,0
PSY,999,Internship,1.00 to 12.00,,,TERMS-OFFERED,0
