CFTP,500,Introduction to Systems Theory,4.00,,,TERMS-OFFERED,0
CFTP,508,Structural Family Therapy,4.00,,,TERMS-OFFERED,0
CFTP,512,Behavioral Models of Family Therapy,4.00,,,TERMS-OFFERED,0
CFTP,519,Family Violence,4.00,,,TERMS-OFFERED,0
CFTP,522,Legal and Ethical Implications in Couple and Family Therapy Practice,4.00,,,TERMS-OFFERED,0
CFTP,526,Person of the Therapist Experience I,2.00,CFTP530,,TERMS-OFFERED,0
CFTP,533,Practicum IV,1.00,CFTP532,,TERMS-OFFERED,0
CFTP,534,Practicum V,2.00,CFTP533,,TERMS-OFFERED,0
CFTP,757,"Attachment, Emotions and Psychotherapy",3.00,,,TERMS-OFFERED,0
CFTP,801,Couple and Family Therapy Internship,1.00 to 20.00,,,TERMS-OFFERED,0
CFTP,510,Sex Therapy,4.00,CFTP509,,TERMS-OFFERED,0
CFTP,713,Introduction to CFT Clinical Research,3.00,,,TERMS-OFFERED,0
CFTP,802,Couple and Family Therapy Dissertation,1.00 to 20.00,,,TERMS-OFFERED,0
