PBHL,101,Public Health 101,3.00,,,TERMS-OFFERED,0
PBHL,302,Introduction to the History of Public Health,3.00,PBHL101,,TERMS-OFFERED,0
PBHL,306,Introduction to Community Health,3.00,PBHL101,,TERMS-OFFERED,0
PBHL,530,Principles of Epidemiology,4.00,,,TERMS-OFFERED,0
PBHL,599,ST:Overview of Mate & Chld Hlt,0.50 to 9.00,,,TERMS-OFFERED,0
PBHL,601,Management Health Care Systems,3.00,PBHL600 and PBHL650,,TERMS-OFFERED,0
PBHL,615,"Perspectives on Gender, Race, Ethnicity, and Social Class",3.00,,,TERMS-OFFERED,0
PBHL,628,Survival Data Analysis,3.00,PBHL620,,TERMS-OFFERED,0
PBHL,632,Applied Survey Research in Epidemiology,3.00,PBHL520 and PBHL530,,TERMS-OFFERED,0
PBHL,639,Cardiovascular Disease Epidemiology & Prevention,3.00,PBHL530,,TERMS-OFFERED,0
PBHL,642,Healthy Housing & Built Environment,3.00,PBHL640,,TERMS-OFFERED,0
PBHL,648,Public Health and Disaster Preparedness,3.00,PBHL640 and PBHL660,,TERMS-OFFERED,0
PBHL,663,Injury Prevention and Control,3.00,,,TERMS-OFFERED,0
PBHL,675,LGBT Health Disparities,3.00,,,TERMS-OFFERED,0
PBHL,681,Community Based Master's Project II,4.00,,,TERMS-OFFERED,0
PBHL,683,Advanced Clinical Trials & Experiment Design,3.00,PBHL620 and PBHL621,,TERMS-OFFERED,0
PBHL,691,Pathophysiology Basis of Epidemiologic Research,3.00,PBHL530,,TERMS-OFFERED,0
PBHL,695,Statistical Consulting,2.00,PBHL520,,TERMS-OFFERED,0
PBHL,701,Introduction to Descriptive Epidemiology and Biostatistics,3.00,,,TERMS-OFFERED,0
PBHL,704,Proseminar in Global Health Ethics,1.00,,,TERMS-OFFERED,0
PBHL,803,Theory & Practice of Community Health and Preventions II,3.00,PBHL801,,TERMS-OFFERED,0
PBHL,808,Community Program Evaluation,3.00,PBHL801,,TERMS-OFFERED,0
PBHL,833,Epidemiology PhD Seminar,3.00,,,TERMS-OFFERED,0
PBHL,856,"Violence, Trauma and Adversity in Public Health",3.00,,,TERMS-OFFERED,0
PBHL,301,Epidemiology in Public Health,3.00,PBHL101,,TERMS-OFFERED,0
PBHL,304,Introduction to Health & Human Rights,3.00,PBHL101,,TERMS-OFFERED,0
PBHL,318,Violence and Trauma in Public Health,3.00,,,TERMS-OFFERED,0
PBHL,605,Change Management in Public Health,3.00,PBHL600 and PBHL650,,TERMS-OFFERED,0
PBHL,638,Perinatal Epidemiology,3.00,PBHL520 and PBHL530,,TERMS-OFFERED,0
PBHL,647,Occupational and Environmental Epidemiology,3.00,PBHL530 and PBHL640 and PBHL660,,TERMS-OFFERED,0
PBHL,651,Legal Aspects of Public Health,3.00,PBHL650,,TERMS-OFFERED,0
PBHL,673,Outcomes Assessment of Community Health and Prevention,3.00,PBHL540 and PBHL550,,TERMS-OFFERED,0
PBHL,684,Statistical Inference II,3.00,PBHL622,,TERMS-OFFERED,0
PBHL,694,Biostatistical Literature Review,1.00,PBHL520,,TERMS-OFFERED,0
PBHL,696,Nonparametric and Semiparametric Models,3.00,PBHL686,,TERMS-OFFERED,0
PBHL,702,Introduction to Analytic Epidemiology and Biostatistics,3.00,PBHL701,,TERMS-OFFERED,0
PBHL,706,"Globalization, Development and Comparative Health Systems",3.00,,,TERMS-OFFERED,0
PBHL,804,Research Methods for Community Health and Prevention,3.00,PBHL801,,TERMS-OFFERED,0
PBHL,830,Advanced Epidemiology,4.00,PBHL630 and PBHL620,,TERMS-OFFERED,0
PBHL,852,Economics of Social Justice,3.00,,,TERMS-OFFERED,0
PBHL,902,Dissertation Seminar II,5.00,PBHL901,,TERMS-OFFERED,0
