ARTS,502,Introduction to Creative Arts Therapy II,2.00,,,TERMS-OFFERED,0
ARTS,507,Group Dynamics and Therapy,2.00,,,TERMS-OFFERED,0
ARTS,508,Introduction to Behavioral Research I,2.00,,,TERMS-OFFERED,0
ARTS,511,Clinical Practicum II,1.00,,,TERMS-OFFERED,0
ARTS,513,Clinical Diagnosis of Psychopathology II,2.00,,,TERMS-OFFERED,0
ARTS,534,Art Therapy Assessment and Treatment for Children II,2.00,ARTS533,,TERMS-OFFERED,0
ARTS,538,Art Therapy Group Supervision II,2.00,,,TERMS-OFFERED,0
ARTS,556,Movement Observation II,2.00,ARTS554,,TERMS-OFFERED,0
ARTS,561,Dance/Movement Therapy Group Supervision II,1.00,,,TERMS-OFFERED,0
ARTS,571,Clinical Musicianship II,2.00,,,TERMS-OFFERED,0
ARTS,578,Music Therapy Skills II: Child Skills,2.00,,,TERMS-OFFERED,0
ARTS,582,Music Therapy Group Supervision II,1.00,ARTS511,,TERMS-OFFERED,0
ARTS,605,Theories of Psychotherapy II,2.00,ARTS601,,TERMS-OFFERED,0
ARTS,611,Clinical Internship II,3.00,ARTS610,,TERMS-OFFERED,0
ARTS,621,Thesis I,1.00,ARTS508,,TERMS-OFFERED,0
ARTS,622,Thesis II,1.00,,,TERMS-OFFERED,0
ARTS,623,Thesis III,1.00,,,TERMS-OFFERED,0
ARTS,624,Thesis IV,1.00,,,TERMS-OFFERED,0
ARTS,633,Advanced Art Therapy Process and Practice II,2.00,ARTS632,,TERMS-OFFERED,0
ARTS,635,Multicultural Perspectives in Art Therapy,2.00,,,TERMS-OFFERED,0
ARTS,638,Advanced Art Therapy Group Supervision II,1.50,ARTS637 and ARTS610,ARTS611,TERMS-OFFERED,0
ARTS,659,Dance/Movement Therapy Advanced Group Supervision II,1.00,,,TERMS-OFFERED,0
ARTS,662,Advanced Group Dance/Movement Therapy Skills I,2.00,ARTS507 and ARTS564,,TERMS-OFFERED,0
ARTS,672,Multicultural Perspectives in Music Therapy,2.00,ARTS602,,TERMS-OFFERED,0
ARTS,674,Advanced Music Therapy Group Supervision II,1.00,ARTS611,,TERMS-OFFERED,0
ARTS,717,Studio Based Artistic Inquiry II,3.00,ARTS716,ARTS704,TERMS-OFFERED,0
ARTS,808,Practicum I,3.00,,,TERMS-OFFERED,0
ARTS,810,Practicum III,3.00,,,TERMS-OFFERED,0
ARTS,510,Clinical Practicum I: Observation,1.00,,ARTS506,TERMS-OFFERED,0
ARTS,512,Clinical Practicum III,1.00,,,TERMS-OFFERED,0
ARTS,532,Art Therapy Assessment and Treatment for Adults II,2.00,ARTS531,,TERMS-OFFERED,0
ARTS,536,Art Therapy Theory and Symbolism II,2.00,ARTS535,,TERMS-OFFERED,0
ARTS,553,Therapy Relationship Skills II,2.00,ARTS552,,TERMS-OFFERED,0
ARTS,557,Dance/Movement Therapy Theory and Practice - Children I,2.00,,,TERMS-OFFERED,0
ARTS,574,Clinical Musical Improvisation II,2.00,ARTS573,,TERMS-OFFERED,0
ARTS,603,Clinical Appraisal and Assessment I,2.00,,,TERMS-OFFERED,0
ARTS,612,Clinical Internship III,3.00,ARTS611,,TERMS-OFFERED,0
ARTS,625,For Thesis Only,,ARTS621 and ARTS622 and ARTS623,,TERMS-OFFERED,0
ARTS,634,Art Therapy Family Assessment,2.00,,,TERMS-OFFERED,0
ARTS,657,Mental Health Applications of Movement Analysis II,2.00,ARTS656,,TERMS-OFFERED,0
ARTS,671,Advanced Music Therapy Skills II,2.00,ARTS670,,TERMS-OFFERED,0
ARTS,733,Qualitative Research Methods II,3.00,ARTS712 and ARTS713 and ARTS714 and ARTS715,,TERMS-OFFERED,0
ARTS,809,Practicum II,3.00,,,TERMS-OFFERED,0
