FDSC,270,Microbial Food Safety and Sanitation,4.00,,,TERMS-OFFERED,0
FDSC,456,Food Preservation Processes,3.00,NFS215 or NFS400 or BIO311,,TERMS-OFFERED,0
FDSC,461,Food Analysis,3.00,NFS216 or NFS404 or BIO306,,TERMS-OFFERED,0
FDSC,491,Senior Project I,2.00,FDSC350,,TERMS-OFFERED,0
FDSC,554,Microbiology & Chemistry of Food Safety I,3.00,ENVR636,,TERMS-OFFERED,0
FDSC,560,Food Chemistry,3.00,NFS215 or NFS400 or BIO311 or BIO610,,TERMS-OFFERED,0
FDSC,662,Taste and Odor,3.00,NFS215 or NFS400 or BIO610,,TERMS-OFFERED,0
FDSC,454,Microbiology & Chemistry of Food Safety,3.00,ENVR436 or BIO203,,TERMS-OFFERED,0
FDSC,460,Food Chemistry,3.00,NFS215 or NFS400 or BIO311,,TERMS-OFFERED,0
FDSC,480,ST: HAACP Cert & Food Regs,1.00 to 12.00,,,TERMS-OFFERED,0
FDSC,506,Food Composition & Behavior,3.00,,,TERMS-OFFERED,0
FDSC,556,Food Preservation Processes,3.00,,,TERMS-OFFERED,0
FDSC,561,Food Analysis,3.00,NFS216 or NFS404 or BIO610,,TERMS-OFFERED,0
FDSC,680,ST:HAACP Cert and Food Regs,1.00 to 12.00,,,TERMS-OFFERED,0
