RADI,102,Introduction to Radiologic Principles II,1.00,RADI100,,TERMS-OFFERED,0
RADI,153,Principles of Radiographic Exposure II,2.00,RADI150,,TERMS-OFFERED,0
RADI,194,Methods of Patient Care II,1.00,RADI193,,TERMS-OFFERED,0
RADI,201,Medical Imaging,2.00,,,TERMS-OFFERED,0
RADI,204,Principles of Radiation Protection,2.00,RADI133,,TERMS-OFFERED,0
RADI,292,Clinical Practicum VI,2.00,RADI291 and RADI200,,TERMS-OFFERED,0
RADI,140,Imaging Systems in Radiography,3.00,RADI100,,TERMS-OFFERED,0
RADI,165,Radiographic Procedures II,3.00,RADI164 and RADI195,RADI196,TERMS-OFFERED,0
RADI,202,Radiologic Procedures V,1.00,RADI200 and RADI291,,TERMS-OFFERED,0
RADI,222,Pathology,3.00,ANAT103,,TERMS-OFFERED,0
