NFS,100,"Nutrition, Foods, and Health",2.00,,,TERMS-OFFERED,0
NFS,101,Introduction to Nutrition & Food,1.00,,,TERMS-OFFERED,0
NFS,203,Nutrition II: Nutrition in the Lifecycle,4.00,NFS200 or NFS101 or NFS230,,TERMS-OFFERED,0
NFS,305,Clinical Issues in Human Lactation,3.00,,,TERMS-OFFERED,0
NFS,431,Nutrition Counseling,4.00,NFS443,,TERMS-OFFERED,0
NFS,480,ST: Adv Nutritional Chem I,12.00,,,TERMS-OFFERED,0
NFS,496,Senior Project III,2.00,NFS495,,TERMS-OFFERED,0
NFS,546,World Nutrition,3.00,,,TERMS-OFFERED,0
NFS,601,Research Methods,3.00,,,TERMS-OFFERED,0
NFS,609,Individualized Supervised Practice Pathway,1.00 to 3.00,,,TERMS-OFFERED,0
NFS,630,Nutrition Counseling,3.00,,,TERMS-OFFERED,0
NFS,680,ST: Adv Nutritional Chem I,0.50 to 9.00,,,TERMS-OFFERED,0
NFS,265,Professional Issues in Nutrition and Foods,3.00,NFS230,,TERMS-OFFERED,0
NFS,345,Foods and Nutrition of World Cultures,3.00,CULA115,,TERMS-OFFERED,0
NFS,445,Medical Nutrition Therapy III,3.00,NFS444,,TERMS-OFFERED,0
NFS,485,Lactation Supervised Practice,3.00,NFS205 and NFS305 and NFS405,,TERMS-OFFERED,0
NFS,545,Nutrition in Critical Care,3.00,NFS544,,TERMS-OFFERED,0
NFS,550,Foodservice Systems Management,3.00,,,TERMS-OFFERED,0
