EDUC,101,Foundations in Education I: A Historical and Philosophical Perspective,3.00,,,TERMS-OFFERED,0
EDUC,105,Freshman Pedagogy Seminar,1.00,,,TERMS-OFFERED,0
EDUC,121,Child Development II: Atypical Development,3.00,EDUC120,,TERMS-OFFERED,0
EDUC,205,Sophomore Pedagogy Seminar,1.00,,,TERMS-OFFERED,0
EDUC,236,Early Literacy I,3.00,,,TERMS-OFFERED,0
EDUC,265,Instructing English Language Learners,3.00,,,TERMS-OFFERED,0
EDUC,306,Assessment of Young Children I,3.00,,,TERMS-OFFERED,0
EDUC,326,Language Arts Processes,3.00,,,TERMS-OFFERED,0
EDUC,355,Social Studies Teaching Methods,3.00,,,TERMS-OFFERED,0
EDUC,411,Family and Community Partnerships,3.00,,,TERMS-OFFERED,0
EDUC,506,Assessment of Young Learners,3.00,EDUC521,,TERMS-OFFERED,0
EDUC,515,Adolescent Learners in Secondary Schools,3.00,,,TERMS-OFFERED,0
EDUC,520,Professional Studies in Instruction,3.00,,,TERMS-OFFERED,0
EDUC,529,Early Literacy,3.00,,,TERMS-OFFERED,0
EDUC,555,Social Studies Teaching Methods,3.00,,,TERMS-OFFERED,0
EDUC,556,Secondary Social Studies Methods (7-12),3.00,EDUC515,,TERMS-OFFERED,0
EDUC,565,Foundations in Instructing English Language Learners,3.00,,,TERMS-OFFERED,0
EDUC,608,The Intercultural Learner,4.50,,,TERMS-OFFERED,0
EDUC,702,School Leadership & Decision Making,3.00,,,TERMS-OFFERED,0
EDUC,714,Instructional and Curriculum Leadership,3.00,,EDUC717,TERMS-OFFERED,0
EDUC,800,Educational Leadership & Change,3.00,,,TERMS-OFFERED,0
EDUC,801,Creative Strategies For Educational Leaders,3.00,,,TERMS-OFFERED,0
EDUC,804,Program Evaluation in Organizations,3.00,,,TERMS-OFFERED,0
EDUC,810,Educational Research Design II,3.00,EDUC803,,TERMS-OFFERED,0
EDUC,815,"Writing for Research, Publication and Funding in Education",3.00,,,TERMS-OFFERED,0
EDUC,829,School Superintendent's Internship III,1.00,,,TERMS-OFFERED,0
EDUC,835,Quantitative Research Methods and Data Analysis,4.00,EDUC803 and EDUC810,,TERMS-OFFERED,0
EDUC,880,Doctoral Seminar,1.00 to 1.50,EDUC810,,TERMS-OFFERED,0
EDUC,881,Doctoral Seminar (EdD),1.50,EDUC810,,TERMS-OFFERED,0
EDUC,998,PhD Dissertation,1.00 to 12.00,,,TERMS-OFFERED,0
EDUC,123,Adolescent Development,3.00,,,TERMS-OFFERED,0
EDUC,258,Reading in the Content Areas,3.00,,,TERMS-OFFERED,0
EDUC,305,Junior Pedagogy Seminar,1.00,,,TERMS-OFFERED,0
EDUC,336,Early Literacy II,3.00,EDUC236,,TERMS-OFFERED,0
EDUC,405,Senior Pedagogy Seminar,1.00,,,TERMS-OFFERED,0
EDUC,514,Science Teaching Methods,3.00,,,TERMS-OFFERED,0
EDUC,516,Diversity and Today's Teacher,3.00,,,TERMS-OFFERED,0
EDUC,524,Current Research in Curriculum & Instruction,3.00,,,TERMS-OFFERED,0
EDUC,538,English Teaching Methods,3.00,,,TERMS-OFFERED,0
EDUC,558,Reading in the Content Areas,3.00,,,TERMS-OFFERED,0
EDUC,606,Design and Assessment,3.00,,,TERMS-OFFERED,0
EDUC,609,Language & Culture in Education,3.00,,,TERMS-OFFERED,0
EDUC,710,School Finance and Facilities,3.00,,EDUC716,TERMS-OFFERED,0
EDUC,750,Critical Issues in Education Seminar,3.00,,,TERMS-OFFERED,0
EDUC,820,School Superintendency,3.00,EDUC801 and EDUC802,,TERMS-OFFERED,0
EDUC,830,School Superintendent's Internship IV,1.00,,,TERMS-OFFERED,0
