HIST,163,Themes in World Civilization III,3.00,,,TERMS-OFFERED,0
HIST,203,United States History since 1900,3.00,,,TERMS-OFFERED,0
HIST,215,American Slavery,3.00,,,TERMS-OFFERED,0
HIST,222,History of Work & Workers in America,3.00,,,TERMS-OFFERED,0
HIST,231,US Military History II (since 1900),3.00,,,TERMS-OFFERED,0
HIST,238,The Vietnam War,3.00,,,TERMS-OFFERED,0
HIST,250,"European Revolutionary Movements and Ideology, 1815-1914",3.00,,,TERMS-OFFERED,0
HIST,276,The History of Philadelphia,3.00,,,TERMS-OFFERED,0
HIST,T280,ST:Inequality,12.00,,,TERMS-OFFERED,0
HIST,282,History of Science: Medieval to Enlightenment,3.00,,,TERMS-OFFERED,0
HIST,286,Exploration in Technology and Gender,3.00,,,TERMS-OFFERED,0
HIST,201,United States History to 1815,3.00,,,TERMS-OFFERED,0
HIST,216,Freedom in America,3.00,,,TERMS-OFFERED,0
HIST,236,World War II,3.00,,,TERMS-OFFERED,0
HIST,244,Twentieth Century Russia & the USSR,3.00,,,TERMS-OFFERED,0
HIST,285,Technology in Historical Perspective,3.00,,,TERMS-OFFERED,0
