CHEM,101,General Chemistry I,3.50,CHEM111 or CHEM050,EXAM080,TERMS-OFFERED,0
CHEM,151,Applied Chemistry,3.00,,EXAM080,TERMS-OFFERED,0
CHEM,161,General Chemistry I,3.00,MATH003 or MATH001 and MATH002,,TERMS-OFFERED,0
CHEM,163,General Chemistry III,3.00,CHEM164 and CHEM162,,TERMS-OFFERED,0
CHEM,165,General Chemistry Laboratory II,2.50,CHEM163,,TERMS-OFFERED,0
CHEM,230,Quantitative Analysis,4.00,CHEM102 or CHEM162 and CHEM164,,TERMS-OFFERED,0
CHEM,241,Organic Chemistry I,4.00,CHEM102 or CHEM162 and CHEM164,,TERMS-OFFERED,0
CHEM,243,Organic Chemistry III,3.00,CHEM242,,TERMS-OFFERED,0
CHEM,244,Organic Chemistry Laboratory I,3.00,CHEM241,,TERMS-OFFERED,0
CHEM,245,Organic Chemistry Laboratory II,3.00,CHEM242 and CHEM244,,TERMS-OFFERED,0
CHEM,231,Quantitative Analysis Laboratory,2.00,CHEM230,,TERMS-OFFERED,0
