RADI,100,Introduction to Radiologic Technology,2.00,,,1000,0
RADI,102,Introduction to Radiologic Principles II,1.00,RADI100,,0100,0
RADI,132,Radiologic Physics I,3.00,MATH100,,0010,0
RADI,133,Radiologic Physics II,3.00,RADI132,,0001,0
RADI,150,Principles of Radiographic Exposure I,2,,,1000,0
RADI,153,Principles of Radiographic Exposure II,2.00,RADI150,,0100,0
RADI,154,Radiographic Exposure III,2.00,RADI153,,0010,0
RADI,164,Radiologic Procedures I,3.00,,,1000,0
RADI,165,Radiographic Procedures II,3.00,RADI164 and RADI195,RADI196,0100,0
RADI,166,Radiographic Procedures III,3.00,RADI165 and RADI196,,0010,0
RADI,193,Methods of Patient Care I,2.00,,,1000,0
RADI,194,Methods of Patient Care II,1.00,RADI193,,0100,0
RADI,195,Clinical Practicum I,1.00,,RADI164 RADI150,1000,0
RADI,196,Clinical Practicum II,1,RADI195,,0001,0
RADI,197,Clinical Practicum III,1.00,RADI196 and RADI165,,0010,0
RADI,198,Clinical Practicum IV,2.00,RADI197 and RADI154 and RADI166,,0001,0
RADI,200,Radiologic Procedures IV,3.00,RADI166 and RADI198,,1000,0
RADI,201,Medical Imaging,2.00,,,0100,0
RADI,202,Radiologic Procedures V,1.00,RADI200 and RADI291,,0010,0
RADI,203,Principles of Exposure IV,2.00,RADI154,,1000,0
RADI,204,Principles of Radiation Protection,2.00,RADI133,,0100,0
RADI,215,Radiation Biology,3.00,ANAT103,,1000,0
RADI,221,Quality Assurance,2,RADI154,,0010,0
RADI,222,Pathology,3.00,ANAT103,,0100,0
RADI,223,Registry Review,1.00,RADI292 and RADI204 and RADI202 and RADI201,RADI293 RADI221,0010,0
RADI,291,Clinical Practicum V,2.00,RADI198,,1000,0
RADI,292,Clinical Practicum VI,2.00,RADI291 and RADI200,,0100,0
RADI,293,Clinical Practicum VII,2,RADI292,,0010,0
