JAPN,101,Japanese I,4.00,,,TERMS-OFFERED,0
JAPN,102,Japanese II,4.00,JAPN101,,TERMS-OFFERED,0
JAPN,104,Japanese Writing I,3.00,JAPN101 and JAPN102,,TERMS-OFFERED,0
JAPN,201,Japanese IV,4.00,JAPN103,,TERMS-OFFERED,0
JAPN,203,Japanese VI: Conversation and Composition,4.00,JAPN202,,TERMS-OFFERED,0
JAPN,301,Japanese VII,3.00,JAPN203,,TERMS-OFFERED,0
JAPN,451,Introduction to Business and Professional Japanese,3.00,JAPN303,,TERMS-OFFERED,0
JAPN,105,Japanese Writing II,3.00,JAPN104,,TERMS-OFFERED,0
JAPN,204,Japanese Writing III,3.00,JAPN105,,TERMS-OFFERED,0
JAPN,302,Japanese VIII,3.00,JAPN301,,TERMS-OFFERED,0
