EDEX,142,Special Education Foundations: Referral and Assessment,3.00,,,TERMS-OFFERED,0
EDEX,244,Inclusionary Practices for Exceptional Students,3.00,EDEX142,,TERMS-OFFERED,0
EDEX,352,Integrating Technology for Learning & Achievement,3.00,EDEX142 and EDEX244,,TERMS-OFFERED,0
EDEX,542,Fundamentals of Special Education,3.00,,,TERMS-OFFERED,0
EDEX,544,The Inclusive Classroom,3.00,EDEX542,,TERMS-OFFERED,0
EDEX,546,Literacy and Content Skill Development PreK-8,3.00,EDEX542 and EDEX544,,TERMS-OFFERED,0
EDEX,549,High Incident Disabilities,4.50,EDEX542 and EDEX544,,TERMS-OFFERED,0
EDEX,553,Special Education: Methods & Practices PreK-8,4.50,EDEX542 and EDEX544,,TERMS-OFFERED,0
EDEX,562,Behavior & Sensory Support: Autism Spectrum Disorders,3.00,EDUC551,,TERMS-OFFERED,0
EDEX,566,Literacy and Content Skill Development 7-12,3.00,EDEX542 and EDEX544,,TERMS-OFFERED,0
EDEX,630,Fundamental Elements of Behavior Change,4.50,,,TERMS-OFFERED,0
EDEX,633,Behavioral Interventions,4.50,EDEX630,,TERMS-OFFERED,0
EDEX,700,Practicum in Applied Behavior Analysis,1.00 to 4.00,EDEX630,,TERMS-OFFERED,0
EDEX,714,"Development, Supervision, & Support: Special Education Leadership",3.00,EDUC544,,TERMS-OFFERED,0
EDEX,353,Special Education: Methods & Practices PreK-8,3.00,EDEX142 and EDEX244,,TERMS-OFFERED,0
EDEX,552,Integrating Technology for Learning & Achievement,4.50,EDEX542 and EDEX544,,TERMS-OFFERED,0
EDEX,560,Communication & Language Interventions: Autism Spectrum Disorders,3.00,EDUC551,,TERMS-OFFERED,0
EDEX,563,Special Education: Methods & Practices 7-12,4.50,EDEX542 and EDEX544,,TERMS-OFFERED,0
EDEX,611,Action Research for Special Education Teachers II,1.50,EDEX610,,TERMS-OFFERED,0
EDEX,631,Measurement and Experimental Design,4.50,EDEX630,,TERMS-OFFERED,0
EDEX,634,"Consultation, Systems Change and Supervision",4.50,EDEX630,,TERMS-OFFERED,0
EDEX,710,School Law & Policy in Special Education,3.00,EDUC544,,TERMS-OFFERED,0
EDEX,723,Supervisor of Special Education Internship: Collaboration & Personnel,1.00,EDUC544,,TERMS-OFFERED,0
