ECON,201,Principles of Microeconomics,4.00,,,TERMS-OFFERED,0
ECON,202,Principles of Macroeconomics,4.00,ECON201,,TERMS-OFFERED,0
ECON,240,Economics of Health Care Systems,4.00,,,TERMS-OFFERED,0
ECON,250,Game Theory and Applications,4.00,STAT201 or STAT205 or MATH107,,TERMS-OFFERED,0
ECON,321,Macroeconomics,4.00,ECON201 and ECON202 and ECON301 and MATH102 or MATH121,,TERMS-OFFERED,0
ECON,322,Economics Seminar,4.00,ECON301 and ECON321,,TERMS-OFFERED,0
ECON,348,Mathematical Economics,4.00,ECON201 and ECON202 and MATH102 or MATH121,,TERMS-OFFERED,0
ECON,498,ST:Intro to Economic Policy,0.50 to 12.00,ECON201 and ECON202,,TERMS-OFFERED,0
ECON,560,Time Series Econometrics,3.00,,,TERMS-OFFERED,0
ECON,616,Public Finance and Cost Benefit Analysis,3.00,BUSN502 or ECON201 and ECON202,,TERMS-OFFERED,0
ECON,911,Advanced Microeconomics II,3.00,ECON910,,TERMS-OFFERED,0
ECON,942,Applied Microeconometrics,3.00,ECON940,,TERMS-OFFERED,0
ECON,979,Open Economy Macro Seminar,3.00,ECON962,,TERMS-OFFERED,0
ECON,334,Public Finance,4.00,ECON201 and ECON202 and MATH102 or MATH121,,TERMS-OFFERED,0
ECON,350,Applied Econometrics,4.00,ECON201 and ECON202 and STAT201,,TERMS-OFFERED,0
ECON,601,Managerial Economics,3.00,BUSN502 or ECON202 or BUSN507 and BUSN508,,TERMS-OFFERED,0
ECON,650,Business & Economic Strategy: Game Theory & Applications,3.00,BUSN502 or ECON202 or BUSN507 and BUSN508,,TERMS-OFFERED,0
ECON,921,Advanced Macroeconomics II,3.00,ECON920,,TERMS-OFFERED,0
ECON,959,Industrial Organization Seminar,3.00,ECON951,,TERMS-OFFERED,0
