PSY,101,General Psychology I,3.00,,,TERMS-OFFERED,0
PSY,120,Developmental Psychology,3.00,,,TERMS-OFFERED,0
PSY,150,Introduction to Social Psychology,3.00,,,TERMS-OFFERED,0
PSY,210,Evolutionary Psychology,3.00,,,TERMS-OFFERED,0
PSY,213,Sensation and Perception,3.00,,,TERMS-OFFERED,0
PSY,225,Child Psychopathology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,240,Abnormal Psychology,3.00,,,TERMS-OFFERED,0
PSY,242,Psychology of Disability,3.00,,,TERMS-OFFERED,0
PSY,250,Industrial Psychology,3.00,,,TERMS-OFFERED,0
PSY,254,Psychology of Sexual Behavior,3.00,,,TERMS-OFFERED,0
PSY,264,Computer-Assisted Data Analysis I,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,280,Psychological Research I,3.00,PSY264 and PSY265,,TERMS-OFFERED,0
PSY,290,History and Systems of Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,310,Drugs & Human Behavior,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,320,Educational Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,325,Psychology of Learning,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,330,Cognitive Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,332,Human Factors and Cognitive Engineering,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,345,Narrative Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,360,Experimental Psychology,3.00,PSY265,,TERMS-OFFERED,0
PSY,380,Psychological Testing and Assessment,3.00,PSY280 and PSY360,,TERMS-OFFERED,0
PSY,410,Neuropsychology,3.00,PSY101 or PSY112 or PSY112,,TERMS-OFFERED,0
PSY,492,Psychology Senior Thesis III,4.00,PSY491,,TERMS-OFFERED,0
PSY,510,Research Methods I,3.00,,,TERMS-OFFERED,0
PSY,516,Developmental Psychology,3.00,,,TERMS-OFFERED,0
PSY,532,Introduction to Cognitive Modeling,3.00,PSY330 or PSY512,,TERMS-OFFERED,0
PSY,550,Multicultural Perspectives in Psychology,3.00,,,TERMS-OFFERED,0
PSY,642,Neuropsychological Case Analysis and Integration,3.00,,,TERMS-OFFERED,0
PSY,711,Data Analysis III: Advanced Topics,3.00,PSY610 and PSY710,,TERMS-OFFERED,0
PSY,720,Health Psychology,3.00,,,TERMS-OFFERED,0
PSY,815,Evidence-Based Psychotherapy,1.00,,,TERMS-OFFERED,0
PSY,898,Master's Thesis in Psychology,3.00,,,TERMS-OFFERED,0
PSY,999,Internship,1.00 to 12.00,,,TERMS-OFFERED,0
PSY,140,Approaches to Personality,3.00,,,TERMS-OFFERED,0
PSY,212,Physiological Psychology,3.00,,,TERMS-OFFERED,0
PSY,222,Psychological Problems of Modern Youth,3.00,,,TERMS-OFFERED,0
PSY,244,Culture and Personality,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,322,Advanced Developmental Psychology,3.00,PSY101 or PSY112 and PSY120 or PSY112,,TERMS-OFFERED,0
PSY,342,Counseling Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,356,Women's Health Psychology,3.00,PSY101 or PSY112,,TERMS-OFFERED,0
PSY,480,ST:Cognitive & Neuroscience,0.50 to 12.00,,,TERMS-OFFERED,0
PSY,499,Women¿s Health and Sleep,1.00 to 3.00,,,TERMS-OFFERED,0
PSY,511,Research Methods II,3.00,PSY510,,TERMS-OFFERED,0
PSY,518,Social Psychology,3.00,,,TERMS-OFFERED,0
PSY,542,Neuropsychological Assessment,3.00,,,TERMS-OFFERED,0
PSY,560,Teaching and Consultation,1.00 or 2.00,,,TERMS-OFFERED,0
PSY,648,Forensic Assessment I,3.00,,,TERMS-OFFERED,0
PSY,722,Theories of Intervention,3.00,PSY721,,TERMS-OFFERED,0
PSY,865,ST:Acceptance & Mindfulness,0.50 to 9.00,,,TERMS-OFFERED,0
PSY,998,Ph.D. Dissertation in Psychology,1.00 to 12.00,,,TERMS-OFFERED,0
