PBHL,101,Public Health 101,3.00,,,TERMS-OFFERED,0
PBHL,302,Introduction to the History of Public Health,3.00,PBHL101,,TERMS-OFFERED,0
PBHL,309,Public Health Ethics,3.00,PBHL101,,TERMS-OFFERED,0
PBHL,498,Capstone Experience II,3.00,PBHL301 and PBHL302 and PBHL303 and PBHL304 and PBHL306 and PBHL308 and PBHL309 and PBHL311 and PBHL312 and PBHL313 and PBHL314 and PBHL315 and PBHL317,,TERMS-OFFERED,0
PBHL,T580,ST: Maternal & Child Health,0.50 to 12.00,,,TERMS-OFFERED,0
PBHL,605,Change Management in Public Health,3.00,PBHL600 and PBHL650,,TERMS-OFFERED,0
PBHL,615,"Perspectives on Gender, Race, Ethnicity, and Social Class",3.00,,,TERMS-OFFERED,0
PBHL,625,Longitudinal Data Analysis,3.00,PBHL620 and PBHL621,,TERMS-OFFERED,0
PBHL,638,Perinatal Epidemiology,3.00,PBHL520 and PBHL530,,TERMS-OFFERED,0
PBHL,640,Environmental Health,4.00,,,TERMS-OFFERED,0
PBHL,647,Occupational and Environmental Epidemiology,3.00,PBHL530 and PBHL640 and PBHL660,,TERMS-OFFERED,0
PBHL,651,Legal Aspects of Public Health,3.00,PBHL650,,TERMS-OFFERED,0
PBHL,656,Pharmacoepidemiology,3.00,PBHL520 and PBHL530,,TERMS-OFFERED,0
PBHL,675,LGBT Health Disparities,3.00,,,TERMS-OFFERED,0
PBHL,681,Community Based Master's Project II,4.00,,,TERMS-OFFERED,0
PBHL,684,Statistical Inference II,3.00,PBHL622,,TERMS-OFFERED,0
PBHL,695,Statistical Consulting,2.00,PBHL520,,TERMS-OFFERED,0
PBHL,701,Introduction to Descriptive Epidemiology and Biostatistics,3.00,,,TERMS-OFFERED,0
PBHL,704,Proseminar in Global Health Ethics,1.00,,,TERMS-OFFERED,0
PBHL,803,Theory & Practice of Community Health and Preventions II,3.00,PBHL801,,TERMS-OFFERED,0
PBHL,808,Community Program Evaluation,3.00,,,TERMS-OFFERED,0
PBHL,830,Advanced Epidemiology,4.00,PBHL630 and PBHL620,,TERMS-OFFERED,0
PBHL,856,"Violence, Trauma and Adversity in Public Health",3.00,,,TERMS-OFFERED,0
PBHL,318,Violence and Trauma in Public Health,3.00,,,TERMS-OFFERED,0
PBHL,601,Management of Healthcare Outcomes,3.00,PBHL600 and PBHL650,,TERMS-OFFERED,0
PBHL,609,Issues in United States Health Policy,3.00,PBHL600 and PBHL650,,TERMS-OFFERED,0
PBHL,632,Applied Survey Research in Epidemiology,3.00,PBHL520 and PBHL530,,TERMS-OFFERED,0
PBHL,642,Healthy Housing & Built Environment,3.00,PBHL640,,TERMS-OFFERED,0
PBHL,648,Public Health and Disaster Preparedness,3.00,PBHL640 and PBHL660,,TERMS-OFFERED,0
PBHL,655,Making Sense of Data,3.00,PBHL520 and PBHL623,PBHL530,TERMS-OFFERED,0
PBHL,670,Multicultural Competence in Community Health and Prevention,3.00,PBHL540 and PBHL550,,TERMS-OFFERED,0
PBHL,683,Advanced Clinical Trials & Experiment Design,3.00,PBHL620 and PBHL621,,TERMS-OFFERED,0
PBHL,691,Pathophysiology Basis of Epidemiologic Research,3.00,PBHL530,,TERMS-OFFERED,0
PBHL,696,Nonparametric and Semiparametric Models,3.00,PBHL686,,TERMS-OFFERED,0
PBHL,702,Introduction to Analytic Epidemiology and Biostatistics,3.00,PBHL701,,TERMS-OFFERED,0
PBHL,706,"Globalization, Development and Comparative Health Systems",3.00,,,TERMS-OFFERED,0
PBHL,804,Research Methods for Community Health and Prevention,3.00,,,TERMS-OFFERED,0
PBHL,825,Measuring Health,3.00,PBHL520 and PBHL530,,TERMS-OFFERED,0
PBHL,853,Health Economics II,3.00,,,TERMS-OFFERED,0
PBHL,902,Dissertation Seminar II,5.00,PBHL901,,TERMS-OFFERED,0
