BUSN,101,Foundations of Business I,4.00,,,TERMS-OFFERED,0
BUSN,102,Foundations of Business II,4.00,BUSN101,,TERMS-OFFERED,0
BUSN,111,Foundations for Business,4.00,,,TERMS-OFFERED,0
BUSN,260,Introduction to Business Analytics,4.00,,,TERMS-OFFERED,0
BUSN,501,Measuring and Maximizing Financial Performance,3.00,,,TERMS-OFFERED,0
BUSN,502,Essentials of Economics,3.00,,,TERMS-OFFERED,0
BUSN,615,Graduate Internship,0.50 to 3.00,,,TERMS-OFFERED,0
BUSN,653,Healthcare Business Practice III: Capstone,3.00,BUSN651 and BUSN652,,TERMS-OFFERED,0
BUSN,460,Business Analytics Senior Project,4.00,OPR320 and MIS343 and MIS349 and STAT331 or STAT335 or ECON350 and OPR330 or MKTG366 or ECON301,,TERMS-OFFERED,0
BUSN,998,Dissertation Research Business,1.00 to 12.00,,,TERMS-OFFERED,0
